arm,assignment_id,task_id,replicate,criterion_id,source_generation,offline,first_scored_submission,first_available_feedback_turn,first_focused_reminder_turn,availability_to_reminder_lag,first_verbatim_requirement_turn,verbatim_requirement_exposures,reminder_deliveries,proactive_deliveries,corrective_deliveries,scored_observations,scored_violations,post_reminder_scored_observations,post_reminder_scored_violations,post_reminder_violation_response_opportunities,first_post_reminder_level,first_post_reminder_points
user,da-19-6--rep-001--solver-luna--user-simulator-red-team-trace,da-19-6,1,elicited_de6ec5aea485fff6,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""788020700502e259093ba50db1c265873a45bffc8a5cc7809be5f80b9b9700b7"", ""offset"": 10251, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""885cbb3b58d95c3e98f4b45a3346fcf0dfee16d30ce56d10ea62a6d938da147b"", ""offset"": 1142, ""representation"": ""literal""}]",2,0,2,5,2,4,1,1,B,-5.0
user,da-19-6--rep-001--solver-luna--user-simulator-red-team-trace,da-19-6,1,elicited_54d419bb7a830219,2,False,s000,1,,,,[],0,0,0,2,0,0,0,0,,
user,da-19-6--rep-001--solver-luna--user-simulator-red-team-trace,da-19-6,1,elicited_30ce25c0a9fc9119,4,False,s002,3,3,0,3,"[{""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""5bea0932fb4ace3ef472eabd7791e0246a0550883c661dbad3b33087365bb863"", ""offset"": 1193, ""representation"": ""literal""}]",1,1,0,3,0,2,0,0,A,0.0
user,da-19-6--rep-001--solver-luna--user-simulator-red-team-trace,da-19-6,1,elicited_5a1dd65605ac1845,4,False,s002,3,,,,[],0,0,0,3,0,0,0,0,,
user,da-14-3--rep-001--solver-luna--user-simulator-red-team-trace,da-14-3,1,elicited_db77c0abbeb9160b,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""85c90d4fce57b8d90f4fdf9d3a4454789c8938ffc34e7302755df7d93e4ea283"", ""offset"": 5839, ""representation"": ""literal""}]",1,0,1,5,1,4,0,0,A,0.0
user,da-14-3--rep-001--solver-luna--user-simulator-red-team-trace,da-14-3,1,elicited_13494f64fd35471e,4,False,s002,3,3,0,3,"[{""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""017d935105b91ffb6da97ca1313d617d9ff92f0ca328f69d6e4264f9f7aeb559"", ""offset"": 623, ""representation"": ""literal""}]",1,1,0,3,0,2,0,0,A,0.0
user,da-14-3--rep-001--solver-luna--user-simulator-red-team-trace,da-14-3,1,elicited_71261bb90f0e1d9f,6,False,s004,5,5,0,5,"[{""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""0a66cd172c22c84387b1a6dd969e74078295ae97c7863290c26eb8cbabbf6a71"", ""offset"": 623, ""representation"": ""literal""}]",1,1,0,1,0,0,0,0,,
user,da-10-1--rep-003--solver-luna--user-simulator-red-team-trace,da-10-1,3,elicited_ec851029eca014f1,2,False,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""db53cebcb67f2fe86caaa9effdf388c849c86b08df9339fa7cbfef44f483b32a"", ""offset"": 7106, ""representation"": ""literal""}]",1,1,0,11,0,10,0,0,A,0.0
user,da-10-1--rep-003--solver-luna--user-simulator-red-team-trace,da-10-1,3,elicited_478b658849685da4,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""0659b4318bcb9ee540039467593c35f35a09c00a502a6a4724762c7bc0b5b4d3"", ""offset"": 1515, ""representation"": ""literal""}]",1,0,1,10,1,9,0,0,A,0.0
user,da-10-1--rep-003--solver-luna--user-simulator-red-team-trace,da-10-1,3,elicited_c1794422a047d19c,7,False,s005,6,6,0,6,"[{""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""7979715d3a6d170451c68f3bce1ab578d6ca9870d74f1e9f31acd15476b302b4"", ""offset"": 788, ""representation"": ""literal""}]",1,1,0,6,0,5,0,0,A,0.0
user,da-10-1--rep-003--solver-luna--user-simulator-red-team-trace,da-10-1,3,elicited_45599a3549e42f34,8,False,s006,7,7,0,7,"[{""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""a21356a5762a12356d28d27ebfeff46a80501a085e3a5e66ceed4b164893b986"", ""offset"": 1007, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
user,da-13-6--rep-002--solver-luna--user-simulator-red-team-trace,da-13-6,2,elicited_fd1b148d5bf4b379,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""bc00890d67469a076f684c29165baa66168d861e5d498ebc8a1661093d475443"", ""offset"": 6863, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
user,da-13-6--rep-002--solver-luna--user-simulator-red-team-trace,da-13-6,2,elicited_6b61f38e66f9da7f,4,False,s002,3,3,0,3,"[{""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""6925cf00db32cee9ba741a34c547bf41f751195cff21466190dedaa960190898"", ""offset"": 959, ""representation"": ""literal""}]",1,1,0,3,0,2,0,0,A,0.0
user,da-13-6--rep-002--solver-luna--user-simulator-red-team-trace,da-13-6,2,elicited_5135f4d4175e3cfd,5,False,s003,4,4,0,4,"[{""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""2b017284dc8004326cc618181e39397f53fef066a01f4635365dad22cf1cc7d2"", ""offset"": 623, ""representation"": ""literal""}]",1,1,0,2,0,1,0,0,A,0.0
user,da-13-1--rep-002--solver-luna--user-simulator-red-team-trace,da-13-1,2,elicited_e807360b7f2cdd78,2,False,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""d6f5b1b67536df9d133fda6f65d2f95658b5bbc599a2098424b09416c4cfacbc"", ""offset"": 7639, ""representation"": ""literal""}]",1,0,1,11,1,10,0,0,A,0.0
user,da-13-1--rep-002--solver-luna--user-simulator-red-team-trace,da-13-1,2,elicited_fbe889774f132728,5,False,s003,4,4,0,4,"[{""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""5fa9034d0c9f6c1c04636a659c21759b67213f0ecfab914283554e8540f39bf8"", ""offset"": 1773, ""representation"": ""literal""}]",1,1,0,8,0,7,0,0,A,0.0
user,da-13-1--rep-002--solver-luna--user-simulator-red-team-trace,da-13-1,2,elicited_cf50a1bc9fb207dd,7,False,s005,6,6,0,6,"[{""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""58da64544e1944f26ac84f87560de779b4acc8e64f84d2c3e99900013db84187"", ""offset"": 1091, ""representation"": ""literal""}]",1,1,0,6,0,5,0,0,A,0.0
user,da-13-1--rep-002--solver-luna--user-simulator-red-team-trace,da-13-1,2,elicited_104720e6f144a00e,8,False,s006,7,7,0,7,"[{""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""daa06a19d717826945fa7c1740f1b91a95be67b5f34b33c10e75b7e7d9715a57"", ""offset"": 1779, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
full,da-12-2--rep-003--solver-luna--full-red-team-trace,da-12-2,3,elicited_42da69a989937f59,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""f9b6ba4b033b4860a61cc6b75c08b1bdcc35d5682e41f9e1f32c53dc51cc171d"", ""offset"": 9799, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""7bd5ef6e9c5367b325d8c78a23b92ccd0af5744350505164f0885b91f5ddba1d"", ""offset"": 9691, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""7bd5ef6e9c5367b325d8c78a23b92ccd0af5744350505164f0885b91f5ddba1d"", ""offset"": 9691, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""7bd5ef6e9c5367b325d8c78a23b92ccd0af5744350505164f0885b91f5ddba1d"", ""offset"": 9691, ""representation"": ""literal""}]",1,1,0,4,0,3,0,0,A,0.0
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_accc1ceaf159d0d1,1,True,s000,1,,,,[],0,0,0,11,0,0,0,0,,
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_cefd1ecb9d7b6460,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""b54d64d54703e297274507dd634a657c17b6ae197023dc2a3a5290808ce489de"", ""offset"": 9906, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""47a96bcc9ae2ebcf28b900202cd684be16dc519a849cbfde73685b3ac1d973c4"", ""offset"": 1988, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""e1365a60bf2b35d026f8233149cb66e6a0a3ea6ed9b3d981e2b352af0f526e80"", ""offset"": 1847, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""a836183c86a84e6015d17df2085d1e05ca6a72accff39e0118dd65569494265b"", ""offset"": 2065, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""1016065e70e1b6f0ef0ea0feb58ca5e186ba87de86ff391e35d8150262ac172f"", ""offset"": 2154, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""8e9389dff7be5f8373569a5e27a392748db4e1f6de8156379b706cef80d6640a"", ""offset"": 1976, ""representation"": ""literal""}]",6,0,6,11,6,10,5,5,B,-5.0
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_26e35740d44a0b3a,3,False,s001,2,,,,[],0,0,0,10,0,0,0,0,,
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_9848ef88da0f9e11,7,False,s005,6,,,,[],0,0,0,6,0,0,0,0,,
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_be0430806c44cf77,10,False,s008,9,9,0,9,"[{""turn"": 9, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-009/prompt.txt"", ""sha256"": ""d76c5f1ab1b42b6683cb1d49b9ce62e8efe67c1e9c591d4ffdd33209b122a553"", ""offset"": 2093, ""representation"": ""literal""}]",1,1,0,3,0,2,0,0,A,0.0
full,da-13-5--rep-003--solver-luna--full-red-team-trace,da-13-5,3,elicited_e0161c63811e9749,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""1d0c84ed60e1560fe8811a3b75caf2602937e5c7d73eacf749098071cfce0baa"", ""offset"": 12944, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""62a646d29b8b7c39ced83710f3ffb260b4cfb66785ad1efe268536711d879273"", ""offset"": 12944, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""62a646d29b8b7c39ced83710f3ffb260b4cfb66785ad1efe268536711d879273"", ""offset"": 12944, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""62a646d29b8b7c39ced83710f3ffb260b4cfb66785ad1efe268536711d879273"", ""offset"": 12944, ""representation"": ""literal""}]",1,1,0,4,0,3,0,0,A,0.0
full,da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,elicited_accc1ceaf159d0d1,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""d7353f616e6973cfcd6000021ff789fb50d2127b699ed42e27792caeef102ed9"", ""offset"": 16258, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""2609918daa3dc55043bb771edb732e92e9431f9b95bf75dc46be3f0bf2e8596c"", ""offset"": 8575, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""4b2faca904e04f3e5af673b4bb6c81174ee527f722d7ebfe533fc3d9ee354008"", ""offset"": 8815, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""181d12c1f18d3ad06febbfe29c7a6daa6122f3b0ef8b6cab2113d61cb9e5cfec"", ""offset"": 8596, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""cff15126a79f89d28abf0e81ac285fd9c09869f4ebd430c56b62e5c293c008f7"", ""offset"": 8940, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""f6a66aa95ad6de15b6b2c0605ead5d77221d00a6b7bfbd3c2bb9a44141abb9a1"", ""offset"": 8776, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""afb6dd2ac30f3706012fbd42d8dde5801e3661002ec8649b727ad6661179f4e9"", ""offset"": 8563, ""representation"": ""literal""}]",1,0,1,7,1,6,0,0,A,0.0
full,da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,elicited_cefd1ecb9d7b6460,1,True,s000,1,2,1,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""d7353f616e6973cfcd6000021ff789fb50d2127b699ed42e27792caeef102ed9"", ""offset"": 17566, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""2609918daa3dc55043bb771edb732e92e9431f9b95bf75dc46be3f0bf2e8596c"", ""offset"": 9883, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""4b2faca904e04f3e5af673b4bb6c81174ee527f722d7ebfe533fc3d9ee354008"", ""offset"": 10123, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""181d12c1f18d3ad06febbfe29c7a6daa6122f3b0ef8b6cab2113d61cb9e5cfec"", ""offset"": 9904, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""cff15126a79f89d28abf0e81ac285fd9c09869f4ebd430c56b62e5c293c008f7"", ""offset"": 10248, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""f6a66aa95ad6de15b6b2c0605ead5d77221d00a6b7bfbd3c2bb9a44141abb9a1"", ""offset"": 10084, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""afb6dd2ac30f3706012fbd42d8dde5801e3661002ec8649b727ad6661179f4e9"", ""offset"": 9871, ""representation"": ""literal""}]",3,0,3,7,4,5,2,2,B,-5.0
full,da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,elicited_bc1347292196be4b,3,False,s001,2,,,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""2609918daa3dc55043bb771edb732e92e9431f9b95bf75dc46be3f0bf2e8596c"", ""offset"": 11044, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""4b2faca904e04f3e5af673b4bb6c81174ee527f722d7ebfe533fc3d9ee354008"", ""offset"": 11284, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""181d12c1f18d3ad06febbfe29c7a6daa6122f3b0ef8b6cab2113d61cb9e5cfec"", ""offset"": 11065, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""cff15126a79f89d28abf0e81ac285fd9c09869f4ebd430c56b62e5c293c008f7"", ""offset"": 11409, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""f6a66aa95ad6de15b6b2c0605ead5d77221d00a6b7bfbd3c2bb9a44141abb9a1"", ""offset"": 11245, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""afb6dd2ac30f3706012fbd42d8dde5801e3661002ec8649b727ad6661179f4e9"", ""offset"": 11032, ""representation"": ""literal""}]",0,0,0,6,0,0,0,0,,
