assignment_id,task_id,replicate,condition_id,arm,generation,criterion_id,pair_id,preferred_level,rejected_level,independent_relation,predicted_levels,semantic,required_applications,quoted_application_spans,accepted,rejection_reason,ineligibility,application_source_errors,path
da-12-4--rep-002--solver-luna--user-simulator-red-team-trace,da-12-4,2,user-simulator-red-team-trace,user,8,elicited_b472364479cb32fd,pair_5662f4dfde0aab46,A,B,A/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The proposed check is decidable from the submitted trace and results. It retains the existing threshold and summary-consistency check while adding distinct coverage requirements: attempted, estimable, and failed features, failure reasons, and limiting hit claims to estimable fits. These conditions are not explicitly covered by the existing rule, though its threshold and reconciliation portions overlap.""}",17,59,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0008/criterion-validation.json
da-12-4--rep-002--solver-luna--user-simulator-red-team-trace,da-12-4,2,user-simulator-red-team-trace,user,9,elicited_c9bac0468193901c,pair_ddf6818d8396407e,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The submitted public tables and documented statistics can support recomputing claimed feature ranks or ordering using the stated eligibility subset and sort direction. Existing rules check threshold eligibility and repeated hit summaries, while the base rubric merely requires identifying Kocuria’s position; neither checks whether rank or ordering claims numerically agree with the result table.""}",19,53,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0009/criterion-validation.json
da-12-4--rep-002--solver-luna--user-simulator-red-team-trace,da-12-4,2,user-simulator-red-team-trace,user,10,elicited_1d504811f015f5a2,pair_892047466cc2a894,B,A,B/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public trace and reported calculations make this check inspectable. It adds reconciliation for all displayed per-feature statistics, including non-hit values and explicit coefficient/standard-error support; the active rule covers only claimed hits and repeated summaries.""}",21,83,False,structural_candidate_ineligible,"[{""artifact_id"": ""artifact_14bd5f39a4ca1012"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_a0a6c66cef3a410d"", ""reason"": ""application_undecidable""}]",0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/criterion-validation.json
da-12-4--rep-002--solver-luna--user-simulator-red-team-trace,da-12-4,2,user-simulator-red-team-trace,user,10,elicited_c9bac0468193901c,pair_ddf6818d8396407e,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The submitted public tables and documented statistics can support recomputing claimed feature ranks or ordering using the stated eligibility subset and sort direction. Existing rules check threshold eligibility and repeated hit summaries, while the base rubric merely requires identifying Kocuria’s position; neither checks whether rank or ordering claims numerically agree with the result table.""}",21,59,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/criterion-validation.json
da-12-4--rep-002--solver-luna--user-simulator-red-team-trace,da-12-4,2,user-simulator-red-team-trace,user,11,elicited_3fca286d0ac99d7c,pair_e39f4b775db67447,A,B,A/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Publicly displayed complete results and an explicitly exhaustive claim allow direct threshold filtering and comparison. This adds coverage for omitted qualifying taxa and incorrect exhaustive totals, which the existing rule does not detect because it checks listed hits and repeated summaries but not completeness against all displayed results.""}",23,63,False,structural_candidate_ineligible,"[{""artifact_id"": ""artifact_37fe3d850a059b16"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_3b10440b74d97c57"", ""reason"": ""application_undecidable""}]",0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0011/criterion-validation.json
da-12-4--rep-002--solver-luna--user-simulator-red-team-trace,da-12-4,2,user-simulator-red-team-trace,user,11,elicited_1d504811f015f5a2,pair_892047466cc2a894,B,A,B/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public trace and reported calculations make this check inspectable. It adds reconciliation for all displayed per-feature statistics, including non-hit values and explicit coefficient/standard-error support; the active rule covers only claimed hits and repeated summaries.""}",23,88,False,structural_candidate_ineligible,"[{""artifact_id"": ""artifact_14bd5f39a4ca1012"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_a0a6c66cef3a410d"", ""reason"": ""application_undecidable""}]",0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0011/criterion-validation.json
da-16-1--rep-003--solver-luna--user-simulator-red-team-trace,da-16-1,3,user-simulator-red-team-trace,user,4,elicited_7c54d5d41d8d7a39,pair_c780a9c5f235f8e1,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from submitted tables, summaries, tests, and documented methods. It adds the specific condition that displayed clinical distributions must reproduce claimed summaries/statistics or be explicitly labeled illustrative; the base rubric requires reporting distributions and tests but does not require their internal numerical consistency or labeling.""}",8,19,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-16-1--rep-003--solver-luna--user-simulator-red-team-trace,da-16-1,3,user-simulator-red-team-trace,user,5,elicited_a10d93b38e4f5dc7,pair_2b77801ac140a7f1,A,A,A/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The submitted trace/code can show whether clustering features were selected independently of the clinical outcome and whether any outcome-informed analysis was labeled supervised. This specific leakage-prevention condition is not explicitly required by the base rubric or the duplicate-count rule; the broad unsupervised-clustering requirement does not entail it.""}",9,24,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-16-1--rep-003--solver-luna--user-simulator-red-team-trace,da-16-1,3,user-simulator-red-team-trace,user,6,elicited_505e5b9bc2f07eae,pair_bd6cade98859d252,A,B,A/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace/code can verify the retained cohort, feature-filtering scope, ranking inputs, and resulting matrix. Existing rules require filtering and cohort selection but do not require fitting data-driven feature selection exclusively on the retained clustering cohort, so this adds specific leakage-prevention coverage; it does not duplicate duplicate-gene handling.""}",10,23,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-16-1--rep-003--solver-luna--user-simulator-red-team-trace,da-16-1,3,user-simulator-red-team-trace,user,6,elicited_09686450a11184de,pair_6625650cd08866a8,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public-material contract permits checking code or formulas, the complete p-value vector, and reported adjusted values without hidden execution. Although the base rubric requires multiple-testing correction and traceability, it does not require an observable, complete-vector correction operation or distinguishable numerical consistency between raw and adjusted values; this adds that specific reproducibility and mislabeling check.""}",10,26,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,2,elicited_a910278f3491cb2a,pair_b8bfc7168cb1304d,B,A,B/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted trace and results. It adds distinct coverage for treatment-independent activity filtering, disclosure of excluded regions, and alignment of directional claims with the resulting estimand; the existing rule covers computational correctness of formulas, denominators, unions, and labels but not filter-induced scope bias or overclaiming.""}",5,21,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,3,elicited_a910278f3491cb2a,pair_b8bfc7168cb1304d,B,A,B/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted trace and results. It adds distinct coverage for treatment-independent activity filtering, disclosure of excluded regions, and alignment of directional claims with the resulting estimand; the existing rule covers computational correctness of formulas, denominators, unions, and labels but not filter-induced scope bias or overclaiming.""}",7,25,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,3,elicited_3827793982c95bf7,pair_709865f31ae287a8,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted trace and answer, and specifically checks whether interval-only results are improperly represented as normalized or differential-accessibility evidence. The existing rule covers arithmetic, denominators, unions, and labeling accuracy, but does not require this method-validity qualification or constrain unsupported locus-level/DA claims.""}",7,20,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,4,elicited_d9845336e07c41c7,pair_4b9eb1b0a1ed619e,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted public analyses and does not require hidden execution or intent. It adds distinct coverage by requiring disclosure of dependence among summaries derived from the same thresholded peak calls and limiting conclusions to peak-landscape evidence when read-level accessibility evidence is absent; existing rules address metric correctness and the overall directional conclusion, but do not entail this evidence-independence and scope requirement.""}",9,41,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,4,elicited_132012c5d7e97dc5,pair_b8bfc7168cb1304d,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace and answer can reveal the region-eligibility rule, whether treatment-disappearing regions were retained, and whether counts were presented as global or subset-scoped. This adds the specific condition that eligibility must not be defined by post-treatment accessibility, which is not required by the base union/coverage/count rules or the existing metric-validity and evidence-independence rules.""}",9,29,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,5,elicited_ac9c007db1917e56,pair_b8bfc7168cb1304d,C,B,C/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted public material by inspecting region-filter definitions and how directional counts are presented. It adds a specific coverage condition not explicit in the base or active rules: treatment-dependent eligibility creates a selected treated-active population that must not be reported as an unbiased global census.""}",11,39,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,6,elicited_ac9c007db1917e56,pair_b8bfc7168cb1304d,C,B,C/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted public material by inspecting region-filter definitions and how directional counts are presented. It adds a specific coverage condition not explicit in the base or active rules: treatment-dependent eligibility creates a selected treated-active population that must not be reported as an unbiased global census.""}",13,47,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,7,elicited_ac9c007db1917e56,pair_b8bfc7168cb1304d,C,B,C/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted public material by inspecting region-filter definitions and how directional counts are presented. It adds a specific coverage condition not explicit in the base or active rules: treatment-dependent eligibility creates a selected treated-active population that must not be reported as an unbiased global census.""}",15,55,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0007/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,8,elicited_ac9c007db1917e56,pair_b8bfc7168cb1304d,C,B,C/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted public material by inspecting region-filter definitions and how directional counts are presented. It adds a specific coverage condition not explicit in the base or active rules: treatment-dependent eligibility creates a selected treated-active population that must not be reported as an unbiased global census.""}",17,63,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0008/criterion-validation.json
da-19-6--rep-002--solver-luna--user-simulator-red-team-trace,da-19-6,2,user-simulator-red-team-trace,user,9,elicited_ac9c007db1917e56,pair_b8bfc7168cb1304d,C,B,C/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted public material by inspecting region-filter definitions and how directional counts are presented. It adds a specific coverage condition not explicit in the base or active rules: treatment-dependent eligibility creates a selected treated-active population that must not be reported as an unbiased global census.""}",19,71,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0009/criterion-validation.json
da-14-8--rep-001--solver-luna--user-simulator-red-team-trace,da-14-8,1,user-simulator-red-team-trace,user,3,elicited_d63796c498b77a2b,pair_5e91fe878a368ec7,A,A,A/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace, membership listings, code, and summaries can establish whether the reported computations use the stated data-derived membership. The base rubric checks defining sets and computation quality separately but does not explicitly require cross-validation of exact membership-to-summary linkage or recomputation after a selection-rule change.""}",7,22,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-14-8--rep-001--solver-luna--user-simulator-red-team-trace,da-14-8,1,user-simulator-red-team-trace,user,4,elicited_d63796c498b77a2b,pair_5e91fe878a368ec7,A,A,A/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace, membership listings, code, and summaries can establish whether the reported computations use the stated data-derived membership. The base rubric checks defining sets and computation quality separately but does not explicitly require cross-validation of exact membership-to-summary linkage or recomputation after a selection-rule change.""}",7,22,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-14-8--rep-001--solver-luna--user-simulator-red-team-trace,da-14-8,1,user-simulator-red-team-trace,user,5,elicited_0335122abf4df128,pair_fe2a3eabf8e93575,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public trace, code, and reported membership can reveal whether a stated directional selection rule matches its sort/filter logic and selected genes. Criterion 2 covers documenting direction and membership but does not explicitly require consistency between prose, implementation, and outputs, so this adds a distinct mismatch check.""}",8,22,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-14-8--rep-001--solver-luna--user-simulator-red-team-trace,da-14-8,1,user-simulator-red-team-trace,user,5,elicited_d63796c498b77a2b,pair_5e91fe878a368ec7,A,A,A/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace, membership listings, code, and summaries can establish whether the reported computations use the stated data-derived membership. The base rubric checks defining sets and computation quality separately but does not explicitly require cross-validation of exact membership-to-summary linkage or recomputation after a selection-rule change.""}",8,26,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-14-8--rep-001--solver-luna--user-simulator-red-team-trace,da-14-8,1,user-simulator-red-team-trace,user,6,elicited_0335122abf4df128,pair_fe2a3eabf8e93575,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public trace, code, and reported membership can reveal whether a stated directional selection rule matches its sort/filter logic and selected genes. Criterion 2 covers documenting direction and membership but does not explicitly require consistency between prose, implementation, and outputs, so this adds a distinct mismatch check.""}",9,25,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-12-2--rep-001--solver-luna--user-simulator-red-team-trace,da-12-2,1,user-simulator-red-team-trace,user,3,elicited_ada5e7199bf0e11a,pair_44b8db1d408670a9,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from submitted code, inputs, declared universe, and reported outputs, and is conditional on reporting ORA statistics or significance calls. It adds specific coverage for recomputability of every denominator, p-value, FDR, and call, including distinguishing nominal gene-set size from the analysis universe; the base rubric requires correct methods and expected results but does not explicitly require this complete code-to-result consistency check.""}",7,22,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-12-2--rep-001--solver-luna--user-simulator-red-team-trace,da-12-2,1,user-simulator-red-team-trace,user,3,elicited_9de2e989979048c1,pair_1206f3a60d114624,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted code and outputs. It adds coverage for exhaustive pathway-collection enumeration, documented exclusions, and propagation of that exact verified set through testing, adjustment, and ranking; the existing rule only checks reproducibility of reported statistics against code, inputs, and universe, not completeness or integrity of the enumerated collection.""}",7,18,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-12-2--rep-001--solver-luna--user-simulator-red-team-trace,da-12-2,1,user-simulator-red-team-trace,user,7,elicited_098b055adefc61dc,pair_6a6adb03976f72d9,B,C,B/C,,"{""nonredundant"": false, ""observable"": true, ""reason"": ""The proposed check is observable from canonical public code, inputs, and final answer. However, it is redundant with the active ORA consistency rule: headline denominators, p-values, FDRs, calls, and code-to-result linkage are already covered. Its distinction between headline and ancillary results narrows coverage by excluding inconsistencies the existing rule explicitly checks, so it does not add a substantive condition or meaningfully correct the old rule.""}",15,39,False,semantic_validation_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0007/criterion-validation.json
da-12-2--rep-001--solver-luna--user-simulator-red-team-trace,da-12-2,1,user-simulator-red-team-trace,user,10,elicited_098b055adefc61dc,pair_6a6adb03976f72d9,B,C,B/C,,"{""nonredundant"": false, ""observable"": true, ""reason"": ""The proposed check is observable from canonical public code, inputs, and final answer. However, it is redundant with the active ORA consistency rule: headline denominators, p-values, FDRs, calls, and code-to-result linkage are already covered. Its distinction between headline and ancillary results narrows coverage by excluding inconsistencies the existing rule explicitly checks, so it does not add a substantive condition or meaningfully correct the old rule.""}",21,56,False,semantic_validation_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/criterion-validation.json
da-19-6--rep-003--solver-luna--full-red-team-trace,da-19-6,3,full-red-team-trace,full,2,elicited_1e1a06282add7f45,pair_bbbf3048565d8f5e,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public methods and calculations can establish whether accessibility claims use mapped-read signal versus peak geometry. This meaningfully adds a source-of-quantity and proxy-labeling condition not specified by the existing formula/denominator/union rule, while retaining its valid consistency checks.""}",5,20,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json
da-19-6--rep-003--solver-luna--full-red-team-trace,da-19-6,3,full-red-team-trace,full,3,elicited_0a37986a65f56dbb,pair_dd99702f0477772a,C,C,C/C,,"{""nonredundant"": false, ""observable"": true, ""reason"": ""The check is observable from submitted calculations and labels, but its substantive condition is already covered: the base rubric requires normalized per-region coverage for accessibility quantification, requires directional counts to agree with coverage metrics, and states peak counts alone cannot suffice. The added peak-presence-versus-accessibility distinction therefore largely restates existing requirements rather than adding material coverage.""}",7,23,False,semantic_validation_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-19-6--rep-003--solver-luna--full-red-team-trace,da-19-6,3,full-red-team-trace,full,3,elicited_1e1a06282add7f45,pair_bbbf3048565d8f5e,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public methods and calculations can establish whether accessibility claims use mapped-read signal versus peak geometry. This meaningfully adds a source-of-quantity and proxy-labeling condition not specified by the existing formula/denominator/union rule, while retaining its valid consistency checks.""}",7,26,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-19-6--rep-003--solver-luna--full-red-team-trace,da-19-6,3,full-red-team-trace,full,4,elicited_0a37986a65f56dbb,pair_dd99702f0477772a,C,C,C/C,,"{""nonredundant"": false, ""observable"": true, ""reason"": ""The check is observable from submitted calculations and labels, but its substantive condition is already covered: the base rubric requires normalized per-region coverage for accessibility quantification, requires directional counts to agree with coverage metrics, and states peak counts alone cannot suffice. The added peak-presence-versus-accessibility distinction therefore largely restates existing requirements rather than adding material coverage.""}",9,29,False,semantic_validation_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-19-6--rep-003--solver-luna--full-red-team-trace,da-19-6,3,full-red-team-trace,full,5,elicited_b6a0a9678f7ba632,pair_a7e1c7f6b3d9c988,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public submitted material can show whether peak/MACS2 proxies are explicitly labeled, whether normalized coverage was used, and whether conclusions are appropriately scoped. This adds the specific requirement to disclose and limit proxy-based claims; the base rubric says peaks alone are insufficient but does not expressly require proxy labeling and scope control when such evidence is used.""}",10,30,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-13-6--rep-002--solver-luna--full-red-team-trace,da-13-6,2,full-red-team-trace,full,2,elicited_6a83cc0070e8e149,pair_ea0588f47a28639c,A,B,A/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public results can decide whether the claimed concordance denominator and GAHT-significant proteins lacking significant comparator calls are explicitly reported. Existing rules cover testing non-randomness and general denominator reporting, but do not require this specific intersection scope or accounting for comparator-nonsignificant proteins.""}",5,17,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json
da-13-6--rep-002--solver-luna--full-red-team-trace,da-13-6,2,full-red-team-trace,full,2,elicited_0b68d206f2338c25,pair_b5b0221091698daa,C,C,C/C,,"{""nonredundant"": true, ""observable"": false, ""reason"": ""The criterion adds a distinct check for syntactic validity and execution of displayed analysis code, but its execution requirement relies on evaluator-run behavior and data availability beyond what can be decided from the submitted public material alone.""}",5,17,False,semantic_validation_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json
