case,source_path,source_sha256,normalized_prompt_sha256,normalized_file
candidate_full_da-19-6_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-19-6/rep-002/luna/full-red-team-trace/red-team/checkpoint-0001/prompt.txt,0ba2e0d60f5116c50f38b657c1424e959ccf1350469f804dca1aeecc8e70686d,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_full_da-19-6_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-19-6/rep-003/luna/full-red-team-trace/red-team/checkpoint-0001/prompt.txt,0ba2e0d60f5116c50f38b657c1424e959ccf1350469f804dca1aeecc8e70686d,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-10-1_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-1/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,0fa13c807c9c99bdd15ae6e2548083d89374f928d67cfb047f6f0cb32c8dca64,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-10-1_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-1/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,0fa13c807c9c99bdd15ae6e2548083d89374f928d67cfb047f6f0cb32c8dca64,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-10-1_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-1/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,0fa13c807c9c99bdd15ae6e2548083d89374f928d67cfb047f6f0cb32c8dca64,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-10-3_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,86bcdaeca84c844ba4b5b2daa87651bc52c20c6b2d2ba37d574d54200bedf3ff,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-10-3_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,86bcdaeca84c844ba4b5b2daa87651bc52c20c6b2d2ba37d574d54200bedf3ff,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-10-3_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,86bcdaeca84c844ba4b5b2daa87651bc52c20c6b2d2ba37d574d54200bedf3ff,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-12-2_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,931341279201f3a4620512ddc196e39177bdb2f0a11211b673563ef09c84c9be,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-12-2_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,931341279201f3a4620512ddc196e39177bdb2f0a11211b673563ef09c84c9be,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-12-2_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,931341279201f3a4620512ddc196e39177bdb2f0a11211b673563ef09c84c9be,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-12-4_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,6ddfb31a64762dbd100948fc53697d0fc01f947166232c1d77a5b9f78b5f08be,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-12-4_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,6ddfb31a64762dbd100948fc53697d0fc01f947166232c1d77a5b9f78b5f08be,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-12-4_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,6ddfb31a64762dbd100948fc53697d0fc01f947166232c1d77a5b9f78b5f08be,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-1_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,87d8311d7be2df65cdbee19b050c1db55f99372bdea50c694faab6b6e4296ef0,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-1_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,87d8311d7be2df65cdbee19b050c1db55f99372bdea50c694faab6b6e4296ef0,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-1_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,87d8311d7be2df65cdbee19b050c1db55f99372bdea50c694faab6b6e4296ef0,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-3_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,eb7077cbc96836ecc5c9b4fb52cb84874f110190197b821c46f367bbfc9e3d18,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-3_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,eb7077cbc96836ecc5c9b4fb52cb84874f110190197b821c46f367bbfc9e3d18,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-3_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,eb7077cbc96836ecc5c9b4fb52cb84874f110190197b821c46f367bbfc9e3d18,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-5_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,5e7909060f9fb8af5e475b1eebd7abfedd5c4fe18b598318416358eafc4abfb0,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-5_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,5e7909060f9fb8af5e475b1eebd7abfedd5c4fe18b598318416358eafc4abfb0,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-5_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,5e7909060f9fb8af5e475b1eebd7abfedd5c4fe18b598318416358eafc4abfb0,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-6_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,ff09f55ad439b09d3b57ffb6b940e5dd329869c952fb01743ed682336aa9bb72,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-6_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,ff09f55ad439b09d3b57ffb6b940e5dd329869c952fb01743ed682336aa9bb72,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-13-6_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,ff09f55ad439b09d3b57ffb6b940e5dd329869c952fb01743ed682336aa9bb72,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-1_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,c9c987dd4874f16cfa2f267dd48f6edb6a12ed39a55629822bbd284a923a5172,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-1_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-1/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,c9c987dd4874f16cfa2f267dd48f6edb6a12ed39a55629822bbd284a923a5172,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-1_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-1/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,c9c987dd4874f16cfa2f267dd48f6edb6a12ed39a55629822bbd284a923a5172,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-3_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,91bdda44e8fb59da892132a01e7fbbb385639355ab840fb41874cef7e713ef89,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-3_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-3/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,91bdda44e8fb59da892132a01e7fbbb385639355ab840fb41874cef7e713ef89,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-3_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-3/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,91bdda44e8fb59da892132a01e7fbbb385639355ab840fb41874cef7e713ef89,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-8_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,87d6f5aa9abbbe0d07ef37c8e77916d5f86158022a28191f243b95733d2377a1,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-8_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-8/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,87d6f5aa9abbbe0d07ef37c8e77916d5f86158022a28191f243b95733d2377a1,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-14-8_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-14-8/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,87d6f5aa9abbbe0d07ef37c8e77916d5f86158022a28191f243b95733d2377a1,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-1_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-1/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,2bbd10328713b02d01d66206f94c9c85d73f293eda555bb8094dcba6e5238831,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-1_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,2bbd10328713b02d01d66206f94c9c85d73f293eda555bb8094dcba6e5238831,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-1_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,2bbd10328713b02d01d66206f94c9c85d73f293eda555bb8094dcba6e5238831,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-2_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,30d8b559f8b8737f096f4f18877420280100db1e408bdee49707c30d931b6350,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-2_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-2/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,30d8b559f8b8737f096f4f18877420280100db1e408bdee49707c30d931b6350,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-2_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,30d8b559f8b8737f096f4f18877420280100db1e408bdee49707c30d931b6350,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-7_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-7/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,c3de4b9d58aa8f843f3faac4d1df3121538d5ed2943492585e2f344d82c1f330,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-7_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-7/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,c3de4b9d58aa8f843f3faac4d1df3121538d5ed2943492585e2f344d82c1f330,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-7_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-7/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,c3de4b9d58aa8f843f3faac4d1df3121538d5ed2943492585e2f344d82c1f330,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-8_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-8/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,7069ed2d038f9d45432cd5c8cf33da9d6617d880108006f52269e92f54c612fe,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-8_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-8/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,7069ed2d038f9d45432cd5c8cf33da9d6617d880108006f52269e92f54c612fe,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-15-8_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-15-8/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,7069ed2d038f9d45432cd5c8cf33da9d6617d880108006f52269e92f54c612fe,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-16-1_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-16-1/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,f6219902194c8aac34709e0a3757066c7753f44111967267b8ff2e0c8ef2bdef,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-16-1_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-16-1/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,f6219902194c8aac34709e0a3757066c7753f44111967267b8ff2e0c8ef2bdef,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-16-1_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-16-1/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,f6219902194c8aac34709e0a3757066c7753f44111967267b8ff2e0c8ef2bdef,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-18-5_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,328e0065fc3f8255c6c9b1e21396507686d5b23a50e3943f256b208ee7a51b2e,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-18-5_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,328e0065fc3f8255c6c9b1e21396507686d5b23a50e3943f256b208ee7a51b2e,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-18-5_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-18-5/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,328e0065fc3f8255c6c9b1e21396507686d5b23a50e3943f256b208ee7a51b2e,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-18-7_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-18-7/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,72ba45717645dc8d82d9b478ffaae590acef198f32f7da09203ed1222cc8d126,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-18-7_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,72ba45717645dc8d82d9b478ffaae590acef198f32f7da09203ed1222cc8d126,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-18-7_r3,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-18-7/rep-003/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,72ba45717645dc8d82d9b478ffaae590acef198f32f7da09203ed1222cc8d126,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-19-1_r1,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-19-1/rep-001/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,1c0672d62b416946b6ce9ea3bedc89ead5070ba8e8a53b1b65c7903e07cabe35,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
candidate_user_da-19-1_r2,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-19-1/rep-002/luna/user-simulator-red-team-trace/red-team/checkpoint-0001/prompt.txt,1c0672d62b416946b6ce9ea3bedc89ead5070ba8e8a53b1b65c7903e07cabe35,7bad5305f4bbb7cf5858660e670216b2f0bd72b2e98add5a94e1b1e9d914e433,prompts/candidate-7bad5305f4bb.txt
