policy,setting,task_id,replicate,generation,criterion_id,title,requirement,accepted,rejection_reason,replaces,citations,supported,tied,reversed,observed_support_pattern,path
candidate,user,da-13-1,1,2,elicited_403c34803f2024d1,Directly test and report regimen-by-time differences,"When making claims about whether CPA and SPIRO changes differ, perform a direct comparison of subject-level paired changes (or an equivalent interaction test) with multiplicity correction, and report its outcome separately from within-regimen significance.",False,criterion_support_failed,[],2,0,1,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-1,1,2,elicited_a682314dc5216282,Make claimed protein-level results directly auditable,"When claiming complete protein-level results, provide the relevant identifiers, effect estimates, significance values, and direction in the submitted material or directly inspectable public output rather than relying on an unavailable generated file or prose assertion.",False,criterion_support_failed,[],2,0,1,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-1,1,3,elicited_d3463ca98f6d3e19,Direct regimen-interaction support,"When asserting that protein changes differ—or do not differ—between regimens, the submission must support that claim with a direct protein-level comparison of subject-level changes, appropriate multiplicity correction, and inspectable effect-size and adjusted-significance results; separate within-regimen significance must not be treated as evidence of an interaction.",False,criterion_support_failed,[],1,0,0,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-1,1,3,elicited_adb3aabc0233b219,Auditability of claimed result outputs,"When relying on generated result files or tables for protein-level claims, the documented schema and claimed contents must match the inspectable output, so directions, statistics, and significance labels can be reproduced from submitted material rather than from an asserted unseen field.",False,criterion_support_failed,[],2,0,2,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-1,1,4,elicited_4f8289f71653a278,Consistency of Claimed Analysis Artifacts,"When the submission claims to create or use machine-readable result files or other generated outputs, those claims must be directly supported by the shown code or inspectable output, and the reported schema, row counts, and contents must agree with that evidence.",False,criterion_support_failed,[],2,0,2,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-1,1,5,elicited_06ef5c63160c9d07,Directly test regimen-by-time differences,"When claiming that protein changes differ between regimens, directly compare participant-level paired changes with an explicit between-regimen test and multiplicity correction; do not infer regimen differences from separate within-regimen significance or set overlap.",False,criterion_support_failed,[],2,0,1,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005
candidate,user,da-13-1,1,5,elicited_bcbcdda0742bd6c2,Evidence-backed result artifacts,"When claims depend on generated result files or tables, the submitted material must provide directly inspectable evidence whose schema, row scope, and contents agree with the claims; code or prose alone is insufficient proof of the claimed output.",False,criterion_support_failed,[],3,0,2,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005
candidate,user,da-13-1,2,2,elicited_95128c9c4d834e3f,Direct regimen-interaction analysis,"When claiming that protein changes differ between CPA and SPIRO, directly compare participant-level paired changes between regimens, apply multiplicity correction across proteins, and report inspectable effect sizes, test statistics or p-values, adjusted values, and the resulting conclusion; do not infer regimen differences from significance in one arm versus the other or from overlap counts alone.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-1,2,3,elicited_33bbb9c26644b7e2,Defined-test handling in multiplicity correction,"When some protein-level statistical tests yield undefined or non-finite p-values, claims based on adjusted results must explicitly identify those tests as untestable, exclude them from the multiplicity correction, and report the resulting tested-assay scope and counts.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-1,2,3,elicited_656dffc36a721491,Reconciled scope of data-quality accounting,Claimed data-quality totals must distinguish whole-file counts from analysis-subset counts and reconcile with the stated filtering operations and resulting row totals.,True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-1,2,4,elicited_27e2c1c071201c33,Valid handling of undefined test results in multiplicity correction,"When reporting multiplicity-adjusted significance across many features, undefined or non-finite test results must be treated as untestable rather than passed into the correction procedure or interpreted as significant; the submission must document their handling and reconcile the tested-feature count with the reported adjusted results.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-1,2,5,elicited_e465cec5240cff25,Explicit handling of undefined feature-level tests,"When feature-level tests can yield undefined or non-finite statistics, the analysis must identify those features, exclude or otherwise validly handle them during multiplicity correction, and report the resulting tested universe and impact on counts.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0005
candidate,user,da-13-1,2,5,elicited_0e48e5c9a3e23812,Public support for reported quantitative conclusions,"Claimed computed results, especially interaction findings, must be supported by inspectable code and public output that actually produce the reported statistics and conclusions; prose claims alone are insufficient.",False,criterion_support_failed,[],2,1,0,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0005
candidate,user,da-13-1,2,6,elicited_98a1329b8a6ec26a,Defined handling of untestable statistical contrasts,"When feature-level tests produce undefined statistics or p-values, the analysis must identify those features as untestable and exclude undefined values from multiplicity correction rather than silently passing them into the correction or treating them as significant results.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006
candidate,user,da-13-1,2,8,elicited_5e74d1b50c5c6e00,Accurate dataset schema and dimensions,"Reported file dimensions, column counts, and named fields must match the supplied data and remain consistent with the documented analysis.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0008
candidate,user,da-13-1,3,2,elicited_17eed7bdebeac17a,Auditable support for reported computations,"When claiming computed numerical results, provide directly inspectable evidence linking the result to the shown analysis, rather than relying solely on planned code, unseen generated files, or prose assertions.",False,criterion_support_failed,[],3,0,2,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-1,3,2,elicited_1156548ee22e7b18,Direct and reproducible regimen-interaction analysis,"When claiming that changes differ or do not differ between regimens, implement and report a valid comparison of matched subject-level baseline-to-follow-up changes, with multiplicity correction, distinct from comparing within-regimen significance results.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-1,3,3,elicited_9f20d725f04fd21e,Inspectable evidence for reported computations,"When reporting computed statistics, significance sets, overlap counts, or result tables, the artifact must provide direct inspectable evidence of the computation or generated output, rather than treating executable code or an unshown file as proof that the claimed result was produced.",False,criterion_support_failed,[],2,0,2,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-1,3,3,elicited_396b942b8e4611d5,Direct inference about regimen-by-time differences,"When the task asks whether regimens differ, the artifact must directly test the difference in participant-level baseline-to-follow-up changes and distinguish that inference from comparing within-regimen significance or overlapping significant-protein sets.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-1,3,4,elicited_cfb55a73f7088ba2,Evidence for reported computed results,"When claiming numerical outputs, generated tables, overlap lists, or reproducibility, the artifact must provide directly inspectable output or clearly distinguish executable code from results that were not included.",False,criterion_support_failed,[],3,0,3,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-3,1,2,elicited_47d16add0315d61d,Consistency between computation and reported results,"When claiming computed rankings, counts, direction summaries, or other derived results, the submitted analysis must use code and reported outputs that implement the same method and agree with one another.",False,criterion_support_failed,[],3,2,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-3,1,3,elicited_6091559dc987f64d,Consistency of reported summaries with computed results,"When reporting computed counts, directions, rankings, or other quantitative summaries, ensure they are consistent with the supplied data and the documented filtering or aggregation code.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-3,1,3,elicited_0831cbaa13f035c0,Separation of association from causal or mechanistic claims,"When interpreting observational or modeled associations, distinguish the observed association from causal, mediating, or mechanistic explanations and label unsupported explanations as hypotheses.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-3,1,4,elicited_67633b3af1dfcecb,Consistency of reported directions with computed evidence,"When reporting effect directions, sign counts, or interpretations for a claimed result, the submission must keep those claims consistent with the supplied estimates and with its own filtering and ranking computations.",False,semantic_validation_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-3,2,2,elicited_81f81d6892e115da,Internal Consistency of Reported Computations,"When reporting computed counts, directions, rankings, or overlaps, the narrative, code outputs, and intermediate results must agree with one another; claimed summaries must not materially contradict the documented calculation.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-3,2,4,elicited_adc48c97828324de,Cross-check reported results against computations,"When claiming computed counts, direction totals, rankings, or other derived results, ensure that the final claims, intermediate results, and supporting code/output agree arithmetically and follow the stated ordering or filtering rule.",False,aggregate_margin_failed,[],2,2,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-3,3,2,elicited_c538e5381e527bf4,Consistency of quantitative claims with the reported computation,"When the response reports computed counts, signs, rankings, or other derived numerical findings, those claims must agree with the filtering and aggregation logic and with the presented execution evidence.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-3,3,3,elicited_2279035c230c1d8d,Internal consistency of quantitative claims,"Claimed counts, rankings, and other computed results must agree with the submitted code, intermediate outputs, and directly inspectable source-data calculations.",False,criterion_support_failed,[],2,0,1,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-3,3,3,elicited_d9e46b2495800c17,Calibration of causal and contribution claims,"Interpretive claims must not infer causation, mediation, or the magnitude of a contributor from association results that do not identify those quantities.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-3,3,4,elicited_0a31e5582b1a895d,Consistency between computations and reported quantitative results,"When reporting computed counts, directions, or memberships, the narrative must agree with the supplied executable analysis and its inspectable outputs; contradictions between code-derived results and prose are penalized.",False,criterion_support_failed,[],4,2,1,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-3,3,4,elicited_6ae698062fc94559,Scope-calibrated interpretation of observational associations,"When making contextual or mechanistic claims from summary association results, the interpretation must not assert quantified contribution, causality, mediation, or major explanatory importance that the supplied analysis cannot establish.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-5,1,2,elicited_1f1ae1cef48c1c8a,Consistent enrichment reference universe,"When claiming enrichment, define the GAHT significant set, comparison universe, and overlap within the same identifier-controlled population; do not use a GAHT count from one measurement universe with a denominator or null universe that excludes or includes different proteins without explicit reconciliation.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-5,1,2,elicited_9af6ce60ade913bf,Alignment with the requested comparison,"The analysis must operationalize the comparison asked by the user rather than replacing it with an arbitrary restrictive subset or ranking rule that changes the estimand, unless that restriction is explicitly requested or clearly presented as a separate sensitivity analysis.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-5,1,4,elicited_9902869a0ff4da60,Coherent enrichment universe and set denominators,"When reporting enrichment, the GAHT set used as K must be defined on the same measured identifier universe as the hypergeometric population, with any complete-source totals and matched-subset totals clearly distinguished; the code and reported values must implement that distinction consistently.",False,criterion_support_failed,[],3,2,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-5,1,4,elicited_0178085dd692bf39,Auditable cross-table identifier join,"When claims depend on combining GAHT results with population sex statistics, the submission must provide direct, inspectable evidence that identifiers were normalized and joined correctly, rather than merely asserting that the tables match.",False,criterion_support_failed,[],3,1,0,2,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-5,1,6,elicited_362d8c132fb4292f,Consistency between reported statistics and supporting computation,"When quantitative results are claimed, the submitted code and explanation must use definitions, denominators, identifier sets, and test parameters that actually correspond to the reported counts, percentages, and p-values.",False,criterion_support_failed,[],3,1,2,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006
candidate,user,da-13-5,1,7,elicited_a6e5ad52a4df951f,Distinguish complete GAHT hits from matched-universe hits,"When claiming GAHT hit totals or overlap percentages, distinguish the complete significant sets from Supplementary Table 1 from the subsets represented in the Supplementary Table 5 analysis universe, and use the matched subset as the hypergeometric K denominator.",False,criterion_support_failed,[],4,2,1,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0007
candidate,user,da-13-5,2,2,elicited_c735b35428343e41,Regimen-count definition matches the claimed enrichment population,"When reporting GAHT enrichment or the fraction of significant GAHT proteins represented by the overlap, explicitly define whether the regimen count is the full significant GAHT set or only proteins represented in the cross-platform universe, and compute and label that count consistently rather than silently substituting the matched subset.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-5,2,3,elicited_3bb994ef7553c195,Consistent Enrichment Universe and Population Counts,"When claiming hypergeometric enrichment, define one eligible protein universe and ensure the universe size, GAHT-success count, sex-selected count, and observed overlap all refer to compatible measurement and filtering domains; do not combine a cross-platform universe with GAHT counts from proteins unavailable in that universe.",False,semantic_validation_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-5,2,7,elicited_675eb63f7ad6e7ad,Unsupported regimen-mechanism inference,"When interpreting differences between regimens, do not present pharmacologic potency, mechanism, or broader remodeling as the cause of differing overlap counts unless the submitted analysis directly compares treatment effects and supports that causal claim.",False,criterion_support_failed,[],2,0,1,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0007
candidate,user,da-13-5,2,8,elicited_6792431528dfd2ab,Enrichment-universe consistency,"When reporting hypergeometric enrichment, the population universe and regimen-specific significant set must be defined on compatible protein identifiers: every protein counted in K must belong to the stated M universe, and the observed overlap k must be a subset of both K and the tested top set.",False,semantic_validation_failed,[],2,2,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0008
candidate,user,da-13-5,2,10,elicited_5235f4d31fe4346b,Use of the specified ranked comparison set,"If the analysis claims to answer a question about the top-ranked sex-associated proteins, it must select that set by descending sex-association strength, retain the specified number of unique identifiers, and not substitute a broad nominal-significance threshold or another unrequested set.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010
candidate,user,da-13-5,2,10,elicited_d524449597265178,Denominator and universe consistency in enrichment claims,"If overlap percentages or enrichment statistics are claimed, the analysis must distinguish the full significant set from the cross-dataset universe-restricted set and use a hypergeometric population whose universe, success count, sample size, and overlap are mutually consistent.",False,criterion_support_failed,[],6,4,1,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010
candidate,user,da-13-5,2,10,elicited_909f4c7874b714b4,Public executability of claimed computations,"If the analysis claims reproducibility, the submitted code for nontrivial computations must be syntactically complete and executable from the described inputs, without stray fragments, malformed block boundaries, or omitted operations needed to produce the reported result.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010
candidate,user,da-13-5,2,10,elicited_44c220bc61b2a230,Causal restraint in observational regimen interpretation,"If differences between regimens are interpreted biologically, the analysis must not present observational overlap differences as causal effects of regimen pharmacology without a direct between-regimen comparison and control for relevant confounding.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010
candidate,user,da-13-5,3,2,elicited_94cecdfcc8c68bf4,Consistency of Ranking and Enrichment Universe,"When a ranked reference set is compared with an enrichment universe, the ranked set must be selected only from the same eligible universe used for the overlap and null calculation, excluding entities unavailable for matching before ranking.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-5,3,3,elicited_b72c9e0876d36d67,Consistent enrichment universe and top-set construction,"When enrichment is claimed, the ranked sex-associated set and the GAHT sets must be drawn from the same explicitly defined joined protein universe; exclusions from that universe must be applied before ranking and overlap counting.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-5,3,3,elicited_0b0db1906d7485ce,Claim-to-computation numerical consistency,"Reported computed statistics must agree with the supplied executable code or directly inspectable calculation, including enrichment p-values and downstream conclusions.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-5,3,4,elicited_b1c43ca5177539fc,Consistent selection and enrichment universe,"When selecting a ranked reference set for enrichment, the submitted analysis must define that set from the same eligible joined universe used as the enrichment denominator, so proteins outside the tested universe cannot enter the reference set.",False,criterion_support_failed,[],1,0,0,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-5,3,4,elicited_ddbb49bc6eafade7,Bounded interpretation of observational overlap,"Interpretive claims about overlap must remain association-level and must not infer causal mechanisms, biological pathway targeting, or equivalence to a reference population without direct supporting evidence in the submitted material.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
candidate,user,da-13-6,1,2,elicited_f976eb5b9662a832,Internal consistency of reported computations,"When reporting computed counts, overlaps, directions, or statistics, the submission must use definitions and denominators that remain consistent across code, intermediate results, and final conclusions, with discrepancies reconciled from the supplied data.",False,criterion_support_failed,[],2,0,2,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002
candidate,user,da-13-6,1,3,elicited_f78e2b7e93f585f4,Consistency between executable analysis and reported results,"When claiming completed computations, the submitted code, intermediate outputs, and final reported values must use the same defined data objects, filters, denominators, and selection rules, without unresolved runtime errors or contradictory counts.",False,criterion_support_failed,[],3,1,0,2,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003
candidate,user,da-13-6,1,4,elicited_e6ca0c7f4f23d441,Consistency between executable analysis and reported results,"Reported quantitative findings must be directly supported by the submitted code and intermediate checks, with no unexplained contradictions in counts, denominators, or filtering outcomes.",False,criterion_support_failed,[],1,0,0,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004
