setting,task_id,replicate,config_differences,offline_criteria_equal,offline_generation_hash_equal,first_feedback_equal,first_prompt_equal,initial_submission_equal,selected_rubric_equal
user,da-15-2,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-2,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-7,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-7,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-7,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-8,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-8,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-15-8,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-16-1,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-16-1,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-16-1,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-18-5,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-18-5,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-18-5,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-18-7,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-18-7,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-18-7,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-19-1,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-19-1,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-19-1,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-19-6,1,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-19-6,2,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
user,da-19-6,3,"{""rubric_generation_implementation_sha256"": {""original"": ""d0107bf0286231b7ec01127bae9843e0c7157af0801afa75783a1710641e4b0b"", ""candidate"": ""869833ac8edcc23e0f628d2b1bf0f6a26db7d60610469017df83e3baf7c917bb""}}",True,True,False,False,True,True
