judgment_key,task_id,replicate,condition_id,model,provider,response_id,usage_available,input_tokens,output_tokens,cached_input_tokens,cache_write_input_tokens,usage_based_usd,worker_elapsed_seconds,reused_before_dispatch,usage_path
df38b1b6454d16919007483660167554,da-17-1,1,user-simulator-static,gpt-5.6-sol,openai,resp_039753dc21a86549016ab0e205e2f887d188c96f29d62ac373,True,5239,325,0,5236,0.04249,7.86184351099655,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/df38b1b6454d16919007483660167554/evaluations/s009/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/7cffa41baf65616f2f08c402d743ce20/usage.json
0e73d4c6440efcbdb500f45135dc4531,da-17-1,2,full-static,gemini-3.8-flash,google,BeKwar39Od3SjMcPhJm_2Ao,False,,,,,,2.566744354000548,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/0e73d4c6440efcbdb500f45135dc4531/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/6d60c345082336067f900301f4a1e591/usage.json
917f1606c157b10e95ee8c14d1527510,da-17-1,2,full-static,gpt-5.6-sol,openai,resp_0f4ec5b8af11236f016ab0e205e15487d19382cd5d8d6c36f0,True,4366,295,0,4363,0.03613375,5.193530632008333,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/917f1606c157b10e95ee8c14d1527510/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/bcfa121b7e29589926769af73c8e74cf/usage.json
7848384cf2d04053fe033e0b8e9c199d,da-17-1,2,user-simulator-static,gemini-3.8-flash,google,BeKwaubZOqW9jrEP3a2ryQQ,False,,,,,,3.104462253017118,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/7848384cf2d04053fe033e0b8e9c199d/evaluations/s010/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/0e7a26d5576b39b7e511aea6cecd604e/usage.json
427ed98f96aa82e27f8edd6af009bee4,da-17-1,2,user-simulator-static,gpt-5.6-sol,openai,resp_09eb2b28c805908b016ab0e205de2c87d19623cbb2d68b2c5d,True,9228,335,0,9225,0.06772125,5.753369029989699,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/427ed98f96aa82e27f8edd6af009bee4/evaluations/s010/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/d8f13c9a92e4c4e137a42ffc2f0a33ac/usage.json
f443627435b646986906d685f7f291d7,da-17-1,3,full-static,gemini-3.8-flash,google,BeKwarPzOf7f-sAPwuKE6QE,False,,,,,,2.4598262490180787,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/f443627435b646986906d685f7f291d7/evaluations/s005/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/b539ec0e3f71c4305579e3b0a87697e7/usage.json
f707c88645fe745e3a00d6115418073c,da-17-1,3,full-static,gpt-5.6-sol,openai,resp_070fc98e557ca9b4016ab0e205e4c887d198565ce54a544c0a,True,6702,344,0,6699,0.05220375,6.837879413011251,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/f707c88645fe745e3a00d6115418073c/evaluations/s005/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/3e1bce455f30e35b4580cc9aec0d021b/usage.json
b0bd2de4b47c9555d6dd4d4493569b52,da-17-1,3,user-simulator-static,gemini-3.8-flash,google,BuKwavvDA-TTjMcP75yP-A4,False,,,,,,3.9191909260116518,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/b0bd2de4b47c9555d6dd4d4493569b52/evaluations/s007/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/e1008a5eebaee70668988e4ea97e7c53/usage.json
39c29809b3c1f583dcd74e67edbb51e5,da-17-1,3,user-simulator-static,gpt-5.6-sol,openai,resp_0465187339d3a8a7016ab0e205e46487d1b6fd7d2f96716758,True,7613,361,0,7610,0.0584075,7.0475926990038715,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/39c29809b3c1f583dcd74e67edbb51e5/evaluations/s007/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/68f6dce3a754972b1e2cb3f0530c366d/usage.json
d3c5fc05e86f9c8cc2d41b6ce208c3cf,da-17-1,1,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,DeKwaoaVN7yajrEP05S1yAY,False,,,,,,3.2347213870089035,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/d3c5fc05e86f9c8cc2d41b6ce208c3cf/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/2896abfda0741326c0d5e57d55afb1b5/usage.json
0c5cfe333d618559132f5d2145d67874,da-17-1,1,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0130e5af2a5e006d016ab0e20dd69c87d187cb289bc5ef9089,True,4959,325,0,4956,0.04074,6.781689905998064,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/0c5cfe333d618559132f5d2145d67874/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/4fd2baa37195d6fe6d43109d849ed530/usage.json
bbd15023310f8775c8a9d4e1bd9b0811,da-17-1,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,DeKwasfjNZPN-sAP6uiG4AI,False,,,,,,2.9004619350016583,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/bbd15023310f8775c8a9d4e1bd9b0811/evaluations/s009/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/5b0e5c2c87c8460c84a3d51dc7c4ba0e/usage.json
aa1e5fe4d1ab4db26fd8afb80992ddb7,da-17-1,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0a9307e73135654d016ab0e20dca3887d1979173fab389e028,True,7387,291,0,7384,0.054895,5.93214621199877,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/aa1e5fe4d1ab4db26fd8afb80992ddb7/evaluations/s009/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/2b396075169cef63ae8ce51f079d49c1/usage.json
f7bebf16ae7a6e490ad319bd8b414660,da-17-1,2,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,DeKwauLTNbPf_uMPxoaFkAw,False,,,,,,2.708363517012913,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/f7bebf16ae7a6e490ad319bd8b414660/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/00de4df90da37ae6c430bbd69f75d87b/usage.json
4d2f24c7822c33a63a3321d5881d3205,da-17-1,2,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0e8707094a40e825016ab0e20dd0a887d19f1fb4c4095f3c75,True,4903,314,0,4900,0.04006,5.361037591006607,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/4d2f24c7822c33a63a3321d5881d3205/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/1b6ec36461b46e90b10db46d32a53465/usage.json
ef7a85da1ea830bde4b3b6bbfb5d279e,da-17-1,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,DeKwaoL0NbutjrEP6b7l4AM,False,,,,,,3.094280663994141,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/ef7a85da1ea830bde4b3b6bbfb5d279e/evaluations/s008/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/2f5898662d6c4df5f5cf9bb1e52e0eea/usage.json
f0308ca12c5e97eebb090ccd818dfad6,da-17-1,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_067037abf001f2e8016ab0e20dda0087d188e1801077eddc3d,True,7168,344,0,7165,0.05511625,6.16811013201368,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/f0308ca12c5e97eebb090ccd818dfad6/evaluations/s008/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/c89a2a6921d7aa21e7d7e94be39017d5/usage.json
8ba92a11e1dbc97b843a324b1581a0aa,da-17-1,3,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,DeKwaqqOPKDUjMcPxtP12A4,False,,,,,,2.951844353985507,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/8ba92a11e1dbc97b843a324b1581a0aa/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/374c7af7b9885efb6cda4cfe0e78ccda/usage.json
94ad555f1b2f913ee8f54a9391cd4b54,da-17-1,3,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_030b53d9b5ad7c4f016ab0e20dd06487d19e80f98ae1c514e7,True,5286,283,0,5283,0.04152375,6.75032221202855,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/94ad555f1b2f913ee8f54a9391cd4b54/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/b912900769e0054fe01286d088f7b493/usage.json
360b468ae45a3522b73a3bdadfbe7d2c,da-17-1,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,DeKwas3sNL7TjMcPgdybqA8,False,,,,,,2.798324360017432,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/360b468ae45a3522b73a3bdadfbe7d2c/evaluations/s010/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/1cc67421ce516b0b954325635096b9f8/usage.json
aec41f8c71fb94026c02f92706d03f0b,da-17-1,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_05e325bc2454cd30016ab0e20dd71487d18cf6e5e1578571f8,True,8079,379,0,8076,0.06186,8.951249323989032,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/trace/artifacts/aec41f8c71fb94026c02f92706d03f0b/evaluations/s010/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/f3e1fb4c384202162b705cf87a7e4f12/usage.json
0e4c61bdee8be3b10dd78b9f3fc4bcd6,da-17-5,1,full-static,gemini-3.8-flash,google,FuKwatn8NtTG_PUPoPvawAs,False,,,,,,3.7634275529999286,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/0e4c61bdee8be3b10dd78b9f3fc4bcd6/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/5a5c5b55adceeaa3ea7ccf4847158e9a/usage.json
cc76abf7dfa8d083c61ee4325be7364e,da-17-5,1,full-static,gpt-5.6-sol,openai,resp_0280481e8527ae9a016ab0e216e13c87d1baacfcf4b0c524e6,True,6033,354,0,6030,0.0483225,8.50425692400313,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/cc76abf7dfa8d083c61ee4325be7364e/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/902a7cafa54742041d7ec6b3d4eb7a89/usage.json
cf714971fd3b9d5e5bdd662ddbcfcce2,da-17-5,1,user-simulator-static,gemini-3.8-flash,google,FuKwapyRON2ijMcPyv7TyQI,False,,,,,,3.1296472630056087,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/cf714971fd3b9d5e5bdd662ddbcfcce2/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/0be140658db1fab52e8afa07ef576a66/usage.json
e0c83daba653572c87c1a5e433ad9dca,da-17-5,1,user-simulator-static,gpt-5.6-sol,openai,resp_099f4f692de20e25016ab0e216e12087d18fc6bab0f00b3dc5,True,10008,378,0,10005,0.07388625,6.903504751011496,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/e0c83daba653572c87c1a5e433ad9dca/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/569e134fa3ca6506e8f54f604a2fe455/usage.json
782a468ea07408fedd5bd7c2285156f0,da-17-5,2,full-static,gemini-3.8-flash,google,FuKwauuIOMjVjMcP08uruQ8,False,,,,,,2.6117954430228565,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/782a468ea07408fedd5bd7c2285156f0/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/5634954bf1c1532891a1b7b54c2bb0ba/usage.json
abba796964149432304f4a7654572725,da-17-5,2,full-static,gpt-5.6-sol,openai,resp_0461707a41436336016ab0e216e35487d19583e54fd71ebb94,True,5354,358,0,5351,0.04419875,6.479961802018806,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/abba796964149432304f4a7654572725/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/53ee533d88b71e651786fc02803055b4/usage.json
0416c39a9988ee511bcbcd9984cbcf15,da-17-5,2,user-simulator-static,gemini-3.8-flash,google,FuKwatnDOIGHjrEPs7CRuQE,False,,,,,,2.8527454609866254,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/0416c39a9988ee511bcbcd9984cbcf15/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/3a2ed80482023e05ae420366297b378e/usage.json
5a7eca1a27dbaef03221b5760c972ed4,da-17-5,2,user-simulator-static,gpt-5.6-sol,openai,resp_07ee5561b76717d5016ab0e216d49087d1b9176b6d3a75f841,True,7887,374,0,7884,0.06051,7.559881263005082,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/5a7eca1a27dbaef03221b5760c972ed4/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/fded0b153dde96e79dca84aaf51e7e8f/usage.json
c3a9d4e264339d34751cc816cb4786bb,da-17-5,3,full-static,gemini-3.8-flash,google,FuKwavaSObTwjrEPqviu-AE,False,,,,,,3.2045499770028982,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/c3a9d4e264339d34751cc816cb4786bb/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/a98bbe213e68fe6b79b1a51a6e831db6/usage.json
66c197f31f365377166884221a7b8f11,da-17-5,3,full-static,gpt-5.6-sol,openai,resp_0b1069ce1635fd76016ab0e216e6ec87d1b2240b9cfa138cd5,True,6080,308,0,6077,0.04723625,5.389941033005016,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/66c197f31f365377166884221a7b8f11/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/98a438e56134147d96112d885c3accc9/usage.json
89197bc3803bec7fc7ffc6b1056a68b2,da-17-5,3,user-simulator-static,gemini-3.8-flash,google,FuKwaujrOMz4-8YPhqWDoA0,False,,,,,,2.8733381220081355,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/89197bc3803bec7fc7ffc6b1056a68b2/evaluations/s005/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/4cc008e83b8fae5c1ecaa72c1427840f/usage.json
e604932ae9e415ce12abfe98655d5f4b,da-17-5,3,user-simulator-static,gpt-5.6-sol,openai,resp_08926ad752f00217016ab0e216e90c87d18f2d451701d5efe9,True,7038,346,0,7035,0.05436375,6.299610379996011,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/static/artifacts/e604932ae9e415ce12abfe98655d5f4b/evaluations/s005/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/6fb4ae36ba2983b3dfcab761408a5e96/usage.json
63b79313f0619ad6e9d82e6b9cefbe0a,da-17-5,1,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,H-Kwat2bG6ze_uMP1aLbsAk,False,,,,,,6.572534966020612,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/63b79313f0619ad6e9d82e6b9cefbe0a/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/2a9f6e2ce7c81f817dde419b91a3f10c/usage.json
092c71a8d6e90d1b63ac17e30f53da6c,da-17-5,1,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0b5d58ce48f1edd4016ab0e21f632c87d1a27bf7651067792b,True,5947,355,0,5944,0.047815,7.664510475995485,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/092c71a8d6e90d1b63ac17e30f53da6c/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/eda4e107d7897f2964c09e8e2f79fc69/usage.json
08f826e4836d4dc6201d77db13d5e4a1,da-17-5,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,H-KwavO9GqnUjMcPw6nLyAo,False,,,,,,3.395922513998812,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/08f826e4836d4dc6201d77db13d5e4a1/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/98b946c4b98de4e01ab890058a20bdec/usage.json
b375a8a61a596a06a24f0fce8e3c633f,da-17-5,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0764dabae3faeab8016ab0e21f5dc887d192c3399e8c6c41bb,True,6311,308,0,6308,0.04868,6.476905080984579,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/b375a8a61a596a06a24f0fce8e3c633f/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/d8e0fc2c9d70e90d50f2c42ddb1e1312/usage.json
ca24c7833d730c9a549a807da5c43b8b,da-17-5,2,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,H-KwaqvkGoG4_PUPl6fa-Qw,False,,,,,,2.5859098880027886,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/ca24c7833d730c9a549a807da5c43b8b/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/a0816d0c2cd4a04bbd664ed0da0dda4b/usage.json
231fd49bce148eb1d217bc18685dc08b,da-17-5,2,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0ccc7fda5ff45a1d016ab0e21f6cd487d19e1e17796b0cfb5b,True,5477,323,0,5474,0.0439175,9.420617802999914,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/231fd49bce148eb1d217bc18685dc08b/evaluations/s004/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/177ccac64a99661754bb376a6e9efbc3/usage.json
3ce52899ded3884911c38611a42f55d5,da-17-5,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,H-Kwar-UHJG_39IP6qfwgA0,False,,,,,,2.6616741949983407,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/3ce52899ded3884911c38611a42f55d5/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/e07a16acc5c2d41bec980f35916f009a/usage.json
f3022cc35f7c732a71f633d52f47566e,da-17-5,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_008669e3d7df2fd2016ab0e21f5a0087d1b8e093b2cee0af9c,True,8027,351,0,8024,0.060695,7.132163342001149,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/f3022cc35f7c732a71f633d52f47566e/evaluations/s010/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/62b2de9916026fa3806adce9a44de97b/usage.json
994470541688a2d128778481d07af770,da-17-5,3,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,H-KwauGSG8fz-8YPluWCqQE,False,,,,,,2.562904968013754,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/994470541688a2d128778481d07af770/evaluations/s008/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/0700a063c9e9795270a4780ae9f4c2b0/usage.json
caf0956d1fde2ec01661b15592e3db4c,da-17-5,3,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_08aa4234d60f2c12016ab0e21f728487d1a28d85ab036e8c11,True,5142,336,0,5139,0.04221375,8.406284947006498,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/caf0956d1fde2ec01661b15592e3db4c/evaluations/s008/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/dd4ef7e3b902a7ee956116040e9a4bcb/usage.json
de2cfac0b406870bf95c5929baad55ad,da-17-5,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,H-KwaozhGcjI-sAPmK-_wA4,False,,,,,,3.613278392003849,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/de2cfac0b406870bf95c5929baad55ad/evaluations/s008/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/0bca51626c45996450debfbbccd0e79f/usage.json
8098647309ce322dc900afe4a5f8f7dd,da-17-5,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0d37f159ffd822c8016ab0e21f680087d1b7c638c9f2a36fb7,True,6518,333,0,6515,0.05072375,8.869269256014377,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-5/trace/artifacts/8098647309ce322dc900afe4a5f8f7dd/evaluations/s008/76553aceff072aef9b2705c787bdbb8693d880afdd7174b920b77cc87d3cd31a/be8158d0ac0e3a0fcd9dbdee516c9c03/usage.json
4f0c0592a4473497bbba7de37a36922b,da-20-4,1,full-static,gemini-3.8-flash,google,KOKwapzWNKW9jrEP3a2ryQQ,False,,,,,,2.6182083589956164,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/4f0c0592a4473497bbba7de37a36922b/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/c30fcd69298b1e01e40fdcaeda51ff67/usage.json
a8b44a698b3e6a0fd10cbe790291e72d,da-20-4,1,full-static,gpt-5.6-sol,openai,resp_0076253f47e5454b016ab0e228cfd887d1b043d52a87de31e6,True,5622,390,0,5619,0.04683375,8.800142950000009,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/a8b44a698b3e6a0fd10cbe790291e72d/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/1d60daad903e9dbd82ae1e3ed84a30b0/usage.json
45903d9677f22b0d01eed0f9debe58b2,da-20-4,1,user-simulator-static,gemini-3.8-flash,google,KOKwatC_NtW839IPstzJmA0,False,,,,,,3.091309795010602,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/45903d9677f22b0d01eed0f9debe58b2/evaluations/s007/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/cf6bf61801539a0c860e2d8bd3c695f1/usage.json
331c77484e347715dfe4b1b928669c00,da-20-4,1,user-simulator-static,gpt-5.6-sol,openai,resp_0dc178eea5d65ce1016ab0e228d98487d1a13e956d6df1b3f9,True,6422,312,0,6419,0.04949375,6.4697753290238325,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/331c77484e347715dfe4b1b928669c00/evaluations/s007/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/b9e14dc6330f9d5070457a3f45cd7a37/usage.json
4b4d2707b030f5fae4833d05fc4eaf7a,da-20-4,2,full-static,gemini-3.8-flash,google,KOKwavbSNvSajrEP9KKIgQI,False,,,,,,2.500877462007338,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/4b4d2707b030f5fae4833d05fc4eaf7a/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/f213cdfaac5cc1af771be49ecc164090/usage.json
697794f6bbbb0514569be05a0ebee4d7,da-20-4,2,full-static,gpt-5.6-sol,openai,resp_0d93fe87387fbcac016ab0e228ca8c87d19125503a4b914644,True,6085,343,0,6082,0.0483175,6.048068474017782,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/697794f6bbbb0514569be05a0ebee4d7/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/d87f19e73a1263a1f24bba387c2a500a/usage.json
