variant,task_id,replicate,generation,criterion_id,accepted,reason,first_failed_margin,source
v3,da-15-1,2,4,elicited_988b2cea0e7f9009,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-15-1,2,10,elicited_d9a4ac89b8e69e9f,False,aggregate_margin_failed,"{""current_margin"": -10, ""pair_id"": ""pair_2087fe31421d9838"", ""passed"": false, ""prospective_margin"": -15, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/aggregate-margins.json
v3,da-15-1,2,11,elicited_5223b3bc5f5edeb5,False,aggregate_margin_failed,"{""current_margin"": 13, ""pair_id"": ""pair_ef540619efeace04"", ""passed"": false, ""prospective_margin"": 8, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0011/aggregate-margins.json
v3,da-15-1,3,4,elicited_fce8774fbd2e9db9,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-15-1,3,4,elicited_bb3187e4a94ae6a3,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-15-1,3,5,elicited_b8214cd252887487,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/aggregate-margins.json
v3,da-15-1,3,5,elicited_13881d497c0d9b24,False,aggregate_margin_failed,"{""current_margin"": 5, ""pair_id"": ""pair_aad148dfa3021ccb"", ""passed"": false, ""prospective_margin"": -5, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/aggregate-margins.json
v3,da-15-1,3,6,elicited_59be79e4b5977065,False,aggregate_margin_failed,"{""current_margin"": 10, ""pair_id"": ""pair_25f237817e5873bf"", ""passed"": false, ""prospective_margin"": 5, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-15-1,3,6,elicited_59d098e34aeb06ac,False,aggregate_margin_failed,"{""current_margin"": 5, ""pair_id"": ""pair_aad148dfa3021ccb"", ""passed"": false, ""prospective_margin"": -5, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-15-1,3,7,elicited_59be79e4b5977065,False,aggregate_margin_failed,"{""current_margin"": 5, ""pair_id"": ""pair_e2a3c6cb6ca68a43"", ""passed"": false, ""prospective_margin"": 0, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0007/aggregate-margins.json
v3,da-15-1,3,7,elicited_59d098e34aeb06ac,False,aggregate_margin_failed,"{""current_margin"": 5, ""pair_id"": ""pair_aad148dfa3021ccb"", ""passed"": false, ""prospective_margin"": -5, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0007/aggregate-margins.json
v3,da-15-1,3,8,elicited_e937a228b3ec9337,False,aggregate_margin_failed,"{""current_margin"": -5, ""pair_id"": ""pair_d17961106b181f3d"", ""passed"": false, ""prospective_margin"": -10, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0008/aggregate-margins.json
v3,da-15-1,3,8,elicited_59be79e4b5977065,False,aggregate_margin_failed,"{""current_margin"": 5, ""pair_id"": ""pair_e2a3c6cb6ca68a43"", ""passed"": false, ""prospective_margin"": 0, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0008/aggregate-margins.json
v3,da-15-1,3,9,elicited_1afc6f73069938ec,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0009/aggregate-margins.json
v3,da-15-1,3,10,elicited_d9f0de76949087d4,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/aggregate-margins.json
v3,da-15-1,3,10,elicited_9ee3860f640afd41,False,aggregate_margin_failed,"{""current_margin"": 5, ""pair_id"": ""pair_72a6748344e1f4b0"", ""passed"": false, ""prospective_margin"": 0, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-15-1/study/biomnibench-da-factorial-r10-fc0423598fc1/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/aggregate-margins.json
v3,da-13-6,1,2,elicited_b5225f8827b06816,False,aggregate_margin_failed,"{""current_margin"": -10, ""pair_id"": ""pair_e5a6091f3da9f83c"", ""passed"": false, ""prospective_margin"": -15, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/aggregate-margins.json
v3,da-13-6,1,2,elicited_c64d4156cd434e5a,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/aggregate-margins.json
v3,da-13-6,1,3,elicited_c64d4156cd434e5a,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/aggregate-margins.json
v3,da-13-6,1,4,elicited_3de60b49f6523a57,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-13-6,1,6,elicited_a4e6cc62b2fe78bb,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-13-6,1,6,elicited_814942fafd092d3a,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-13-6,2,2,elicited_91c95d05760a5dd0,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/aggregate-margins.json
v3,da-13-6,2,4,elicited_d7f4416c2f89ee8b,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-13-6,2,5,elicited_d20825f2a9437db5,False,aggregate_margin_failed,"{""current_margin"": -60, ""pair_id"": ""pair_f6ec54c4c7c8b54b"", ""passed"": false, ""prospective_margin"": -60, ""strict_improvement_required"": true, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/aggregate-margins.json
v3,da-13-6,2,6,elicited_d20825f2a9437db5,False,aggregate_margin_failed,"{""current_margin"": -60, ""pair_id"": ""pair_f6ec54c4c7c8b54b"", ""passed"": false, ""prospective_margin"": -60, ""strict_improvement_required"": true, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-13-6,3,2,elicited_8f6d795a0c402f8e,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/aggregate-margins.json
v3,da-13-6,3,3,elicited_76e3cd4da93edb2e,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/aggregate-margins.json
v3,da-13-6,3,4,elicited_1bae704a5b2c60d3,False,aggregate_margin_failed,"{""current_margin"": 40, ""pair_id"": ""pair_0b0a689b0b78c2be"", ""passed"": false, ""prospective_margin"": 35, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-13-6,3,10,elicited_af9a6a4f518826f7,False,aggregate_margin_failed,"{""current_margin"": 20, ""pair_id"": ""pair_af102c0d558e8c56"", ""passed"": false, ""prospective_margin"": 15, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-13-6/study/biomnibench-da-factorial-r10-cdbaf706aa37/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0010/aggregate-margins.json
v3,da-18-5,1,2,elicited_61587fcf078975a9,False,aggregate_margin_failed,"{""current_margin"": 15, ""pair_id"": ""pair_873277477b8f1e6c"", ""passed"": false, ""prospective_margin"": 10, ""strict_improvement_required"": false, ""view"": ""development_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/aggregate-margins.json
v3,da-18-5,1,3,elicited_61587fcf078975a9,False,aggregate_margin_failed,"{""current_margin"": 87, ""pair_id"": ""pair_33ee98f7c06a730b"", ""passed"": false, ""prospective_margin"": 82, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/aggregate-margins.json
v3,da-18-5,1,4,elicited_ce52e75443a7a4df,False,aggregate_margin_failed,"{""current_margin"": 15, ""pair_id"": ""pair_873277477b8f1e6c"", ""passed"": false, ""prospective_margin"": 10, ""strict_improvement_required"": false, ""view"": ""development_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-18-5,1,4,elicited_61587fcf078975a9,False,aggregate_margin_failed,"{""current_margin"": 87, ""pair_id"": ""pair_33ee98f7c06a730b"", ""passed"": false, ""prospective_margin"": 82, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-18-5,1,5,elicited_61587fcf078975a9,False,aggregate_margin_failed,"{""current_margin"": 87, ""pair_id"": ""pair_33ee98f7c06a730b"", ""passed"": false, ""prospective_margin"": 82, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/aggregate-margins.json
v3,da-18-5,1,6,elicited_61587fcf078975a9,False,aggregate_margin_failed,"{""current_margin"": 87, ""pair_id"": ""pair_33ee98f7c06a730b"", ""passed"": false, ""prospective_margin"": 82, ""strict_improvement_required"": false, ""view"": ""active_rubric""}",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-18-5,2,3,elicited_dd2f7ad877639323,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/aggregate-margins.json
v3,da-18-5,2,3,elicited_6dbc2066e44ef9cc,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/aggregate-margins.json
v3,da-18-5,2,4,elicited_07aabd08470a24be,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/aggregate-margins.json
v3,da-18-5,2,5,elicited_cd713b64f509fa09,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/aggregate-margins.json
v3,da-18-5,2,6,elicited_cd713b64f509fa09,False,criterion_support_failed,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/aggregate-margins.json
v3,da-18-5,3,2,elicited_fd32d0396137f9ed,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002/aggregate-margins.json
v3,da-18-5,3,5,elicited_8a788c36fabd52b0,True,accepted,null,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter3/v32-candidate/da-18-5/study/biomnibench-da-factorial-r10-845d6d423d4d/experiments/da-18-5/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/aggregate-margins.json
