case,task,replicate,auditor,criterion_id,selected_rubric_sha256,weak_level,weak_points,strong_level,strong_points,W_minus_S_contribution,weak_reason,strong_reason,weak_path,strong_path
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_1,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,12,B,6,6,"Loads gzipped GEO matrices, computes UMI, detected genes, and mitochondrial QC, applies ≥200 genes, ≤20% mitochondrial, and ≥3-cell gene filters, and handles ten samples. It does not report complete post-filter totals, but the workflow and audit totals are concrete.","Loading code computes total UMIs, genes, MT%, applies ≥200 genes, ≤20% MT, min 3 cells, and handles 10 samples; however the artifact explicitly states the post-QC totals were not captured, so before/after filtering statistics are not reported.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_2,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,13,A,13,0,"Performs library normalization, log transformation, 2,000-HVG selection, scaling, 50-PC PCA, neighbor graph, UMAP, and Leiden clustering with stated parameters.","Normalize_total to 1e4, log1p, 2000 HVGs (seurat), scaling, 50-PC PCA, 15-neighbor graph, UMAP, and Leiden at resolution 0.5 are all executed.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_3,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,A,15,0,"Defines broad T-cell, CD8, CD4 activation, KIR, and cytotoxic marker sets, computes mean-expression scores, and uses dataset-presence checks.","Marker sets include CD3D/E/G, CD8A/B, CD4, seven+ KIR-family genes, cytotoxic genes (NKG7, GNLY, PRF1, GZMB, GZMH), and many CD4 activation markers; scores computed as mean expression with genes checked against var_names.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_4,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,A,15,0,"Uses percentile-based thresholds and conjunctions for T, CD8, KIR, cytotoxic, CD4, and activation criteria, reporting 5,916 KIR+CD8 and 16,833 activated CD4 proxies.","Data-driven quantile thresholds (65th/75th/50th/55th percentiles on T cells) combine CD8+KIR+cytotoxic and CD4+not-CD8+activation; counts 5,916 and 16,833 of 46,908 T cells are plausible and reported.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_5,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,B,13,B,13,0,"Provides 14 curated pairs across many pathways, explicit non-MHC exclusion, both directions, structured scores, and expression percentages. However, no statistical validation or significance filtering was performed.","Database covers 7 pathway categories with explicit MHC/KIR exclusion and both directions scored, but score is a sum of mean ligand and mean receptor expression (not product), no statistical validation or significance filtering is applied (permutation explicitly abandoned), and no result rows were captured.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_6,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,B,8,7,"Groups pairs by pathway, computes total, mean, and tested-pair summaries, and ranks pathway outputs while identifying suppressive and cytotoxic candidates.","Code groups by pathway and computes total/mean score and tested-pair counts, but no ranked table or actual pathway scores are reported; suppressive vs cytotoxic categories are only loosely distinguished in prose.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_7,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,5,B,3,2,"Prioritizes KIR+CD8→CD4, explicitly excludes MHC recognition pairs, explains cytotoxic and checkpoint mechanisms, and appropriately frames CeD/gliadin specificity as unproven.","Directionality and MHC exclusion are stated and coded, and FASLG–FAS/checkpoint mechanisms are named, but mechanistic explanation is thin and the CeD/gliadin link is disclaimed as an unverified proxy with no exclusion demonstrated in output.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-002,da-11-1,2,claude-opus-5,criterion_8,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,0,B,-5,5,"Numerical claims are tied to supplied matrices and documented code; methods, dataset, CellPhoneDB source, and peer-reviewed references with DOI are identified.","Genuine references with DOIs (Efremova 2020, Krammer 2000) and GEO accession are given, and most numbers tie to code; but final-answer percentages (5.39%, 6.90%, 18.27%, 0.29%) are asserted while the report states the CSV rows were not captured, leaving these values untraceable.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-002/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/1e300d102ed11e157ae5401c1dc93e91/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/4caec0fc71402c85d9f5784083c8ed3c/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_1,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,12,A,12,0,"Loads gzipped matrices, computes UMI, detected genes, mitochondrial fraction, applies thresholds, reports totals, and handles CeD/HC samples.","Loads all gzipped sample matrices, computes UMI/gene/mitochondrial QC, applies ≥200 genes and ≥3-cell prevalence filters, preserves sample labels, and reports before/after totals.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_2,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,B,7,B,7,0,"Normalization, HVGs, scaling, PCA, graph, fallback embedding, and clustering are present, but only 15 PCs are used and UMAP is unavailable.","Performs depth normalization, log transform, HVG selection, scaling, PCA, graph construction, embedding fallback, and clustering, but uses only 25 targeted features and 15 PCs rather than a fuller transcriptome-scale workflow.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_3,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,A,15,0,"Uses comprehensive T-cell, CD4, KIR, cytotoxic, and activation marker sets, computes module scores, and reports detection.","Defines broad CD4, CD8/T-cell, 12-gene KIR, cytotoxic, and activation panels; computes module scores and reports marker detection counts.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_4,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,B,8,B,8,0,"Identifies plausible populations with combined fixed thresholds and reports counts, but primary thresholds are arbitrary rather than data-derived; sensitivity thresholds are also not used as the primary annotation.","KIR+CD8 and CD4-like populations are identified with combined criteria and plausible counts, plus percentile sensitivity analysis, but primary thresholds are fixed and CD4 selection does not require activation markers or establish gliadin specificity.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_5,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,25,B,13,12,"Uses annotated LR pairs across multiple pathways, scores both directions, excludes MHC-I from rankings, applies expression support and permutation testing, and outputs structured results.","Provides bidirectional mean-product scores, expression support, permutation p-values, and structured pair outputs, but the hand-built database covers only a small set of pathways and retains MHC-I comparator rows in the pair CSV.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_6,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,A,15,0,"Aggregates and ranks pathways with pair counts, support, significance, score sums/maxima, and biologically relevant suppressive/cytotoxic categories.","Aggregates non-MHC-I pairs by annotated pathway, reports score sums, maxima, support/significance counts, ranks both directions, and labels suppressive/cytotoxic categories.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_7,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,5,B,3,2,"Prioritizes the forward direction, explicitly excludes MHC-I from rankings, provides mechanistic interpretation, and appropriately limits CeD/gliadin claims.","Emphasizes the forward direction and excludes MHC-I from rankings with appropriate caveats, but mechanistic interpretation and CeD/gliadin-specific linkage are limited because the target is only CD4-like.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,gpt-5.6-sol,criterion_8,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,0,A,0,0,"Numerical results are tied to documented data transformations and supplied files, and identifiable peer-reviewed references are provided.","Numerical results are tied to supplied files and explicit code transformations, and biological context is supported by identifiable peer-reviewed references with DOI or PMID.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/96561c9bda68505ee635499e6526407d/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a2c02c2f6ac1719deb637582c1ebad2f/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_1,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,12,A,12,0,"Loads gzipped matrices, computes UMI, detected genes, mitochondrial fraction, applies thresholds, reports totals, and handles CeD/HC samples.","Gzip TSV parsing, per-cell UMI/gene/mito fraction computed pre-filter, thresholds (UMI>=500, genes>=200, mito<=20%, gene in >=3 cells), and 72,167->72,162 cell plus 33,562->29,847 gene counts reported across 10 sample files.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_2,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,B,7,B,7,0,"Normalization, HVGs, scaling, PCA, graph, fallback embedding, and clustering are present, but only 15 PCs are used and UMAP is unavailable.","Normalization to 1e4 + log1p, scaling, PCA and kNN graph and KMeans clustering are present, but HVGs are chosen from a 45-gene targeted panel only, just 15 PCs are used, and UMAP/t-SNE is absent (first-two-PC fallback) — methodological deficiencies.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_3,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,A,15,0,"Uses comprehensive T-cell, CD4, KIR, cytotoxic, and activation marker sets, computes module scores, and reports detection.","Marker sets cover CD3D/E and TRBC, CD8A/B, CD4/IL7R/LTB, 12 KIR family genes, cytotoxic NKG7/GNLY/PRF1/GZMB/GZMH, and 11 activation genes; module scores computed and detection fractions reported per gene (e.g., CD69 1,328; IL2 absent).",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_4,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,B,8,B,8,0,"Identifies plausible populations with combined fixed thresholds and reports counts, but primary thresholds are arbitrary rather than data-derived; sensitivity thresholds are also not used as the primary annotation.","Primary population labels use fixed arbitrary module cutoffs (t>1, cd8>1, kir>0.5, cd4>0.5, cytotoxic<2) with a percentile analysis only as secondary sensitivity; counts reported (3,770/41,166) but the CD4 group is explicitly not gliadin/activation-defined.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_5,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,25,B,13,12,"Uses annotated LR pairs across multiple pathways, scores both directions, excludes MHC-I from rankings, applies expression support and permutation testing, and outputs structured results.","Directional scoring in both directions with permutation p-values, 1% expression filter, and structured CSV output are present, but the database holds only 7 non-MHC pairs (FAS/FASLG, TNF, XCL, adhesion, NECTIN/PVR) — no TGF-beta, IL-10, interferon, or costimulatory coverage; MHC-I rows are retained in lr_results.csv as comparators.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_6,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,15,A,15,0,"Aggregates and ranks pathways with pair counts, support, significance, score sums/maxima, and biologically relevant suppressive/cytotoxic categories.","Pairs are grouped by pathway annotation with pair count, supported, significant, score sum, score max, and best p; ranked tables per direction are given and categories label suppressive/cytotoxic vs contact/recruitment, excluding MHC-I from the ranking.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_7,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,5,B,3,2,"Prioritizes the forward direction, explicitly excludes MHC-I from rankings, provides mechanistic interpretation, and appropriately limits CeD/gliadin claims.","Forward KIR+CD8→CD4-like direction is prioritized and MHC-I is excluded from rankings, but mechanistic explanation of suppression/cytotoxicity is minimal (pathways largely listed) and CeD/gliadin-specific interpretation is disclaimed rather than developed.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
